카마, 41, 159
차가, 43, 151
차카, 61, 162
바사, 85, 199
나마, 56, 195
자바, 87, 188
카차, 44, 178
바하, 91, 171
나차, 54, 157
카나, 58, 145
사자, 96, 168
라파, 95, 164
바라, 79, 154
다타, 77, 187
아바, 59, 170
타파, 41, 190
다아, 54, 189
아다, 85, 165
파타, 50, 167
마마, 64, 169
차하, 54, 150
가사, 76, 170
마카, 99, 195
타타, 64, 148
바가, 99, 142
차가, 40, 191
하아, 60, 184
카자, 70, 163
카파, 67, 154
가파, 65, 166
하바, 75, 141
나카, 69, 187
아하, 61, 154
차바, 48, 187
타차, 88, 141
파차, 46, 194
바라, 85, 193
자아, 55, 198
차다, 55, 150
마하, 77, 142
다아, 44, 197
아타, 74, 171
사다, 73, 153
가마, 45, 198
자하, 69, 149
파가, 84, 168
사차, 96, 151
타자, 50, 198
파파, 50, 185
바아, 79, 195
차타, 71, 157
다자, 94, 186
카나, 83, 150
타다, 87, 144
마라, 91, 153
타마, 40, 148
라카, 44, 168
자파, 53, 172
아하, 50, 181
하아, 55, 195
타타, 77, 161
자다, 86, 143
마가, 59, 175
사나, 63, 141
차다, 93, 191
바카, 67, 181
파마, 96, 162
파나, 49, 141
바바, 70, 148
타차, 58, 141
바가, 91, 165
아가, 77, 183
하라, 46, 164
타하, 98, 183
사아, 92, 145
아마, 52, 164
차나, 97, 150
아사, 63, 144
가다, 81, 175
차라, 45, 194
자나, 67, 144
타하, 67, 168
타차, 54, 166
사바, 75, 173
파하, 58, 151
마차, 74, 161
바사, 60, 179
바가, 44, 187
타라, 43, 162
타가, 48, 141
자차, 40, 147
타파, 46, 159
카가, 47, 146
아나, 84, 152
파마, 84, 157
타자, 50, 180
아카, 68, 196
사사, 59, 151
차가, 84, 144
라사, 47, 161
사다, 45, 182
마파, 98, 158
자차, 99, 151
가사, 57, 191
가파, 45, 193
다마, 78, 177
아아, 48, 148
하사, 66, 180
바사, 71, 161
마라, 71, 174
자자, 43, 173
카차, 89, 167
라바, 59, 144
다바, 92, 162
카파, 67, 162
마파, 41, 184
타타, 43, 157
카하, 72, 185
파아, 43, 162
아자, 93, 187
하자, 56, 171
차카, 90, 160
마파, 91, 144
타라, 56, 186
타라, 46, 179
자자, 88, 180
마차, 40, 141
다라, 86, 199
하나, 63, 171
가파, 41, 182
아자, 63, 149
카가, 42, 181
마다, 97, 164
마타, 46, 160
다라, 61, 166
마파, 76, 142
바다, 81, 157
다차, 96, 164
다가, 82, 180
파사, 60, 167
가가, 92, 161
사아, 63, 187
하다, 86, 186
나차, 67, 176
라사, 89, 185
아자, 43, 184
다나, 89, 174
가사, 66, 153
파파, 40, 157
다다, 62, 193
마하, 52, 163
파바, 49, 166
사타, 52, 151
라파, 44, 147
가아, 75, 151
자라, 51, 160
카파, 99, 175
아자, 53, 144
다다, 42, 193
다파, 63, 158
라자, 82, 185
아다, 73, 172
다라, 84, 167
바라, 79, 157
바나, 45, 191
가하, 53, 182
라나, 84, 183
나자, 89, 146
아파, 90, 184
아마, 65, 155
아카, 70, 164
파다, 50, 194
하하, 57, 166
타아, 52, 188
파자, 70, 183
가차, 92, 185
파자, 55, 177
타자, 95, 199
가바, 45, 182
아라, 59, 173
가아, 77, 196
나바, 62, 154
아파, 74, 153
마카, 94, 166
가카, 66, 195
사자, 97, 185
가타, 92, 149
아파, 69, 141
차차, 70, 151
다나, 55, 199
파아, 51, 196
하라, 75, 178
자사, 66, 157
마카, 56, 165
나라, 65, 194
가자, 58, 150
카차, 79, 176
하타, 41, 160
나자, 87, 140
가가, 95, 199
카아, 52, 194
자카, 62, 152
가아, 92, 150
바나, 69, 181
가차, 82, 198
마마, 98, 199
바하, 97, 199
마타, 60, 173
타마, 45, 189
하하, 95, 189
타하, 43, 179
마차, 71, 186
타나, 58, 148
파하, 79, 160
하라, 83, 185
카사, 95, 145
사자, 61, 149
마마, 81, 198
나바, 75, 167
하라, 95, 187
가하, 90, 169
하다, 99, 150
마차, 67, 170
파가, 51, 181
다나, 86, 192
다나, 56, 168
다나, 47, 184
카가, 45, 172
가자, 87, 175
하카, 72, 144
하하, 46, 173
나차, 67, 140
바타, 69, 165
라카, 80, 174
바다, 86, 145
다자, 42, 175
파사, 47, 181
가사, 87, 151
아바, 93, 177
타자, 51, 144
타하, 66, 177
나카, 55, 160
파바, 91, 183
가아, 59, 169
카아, 68, 153
차마, 54, 152
카다, 95, 153
나사, 54, 155
사나, 88, 199
라타, 48, 158
사하, 99, 143
하가, 63, 147
파바, 62, 155
바카, 95, 146
사가, 90, 177
사아, 52, 148
타바, 40, 190
아하, 49, 165
차가, 71, 187
사다, 99, 180
가나, 75, 162
마가, 53, 144
라마, 74, 183
자다, 89, 192
하나, 73, 171
하사, 85, 175
나차, 71, 157
사하, 52, 142
자타, 50, 184
나타, 76, 141
아바, 65, 191
카가, 93, 196
자타, 68, 185
차하, 93, 197
카라, 44, 165
라사, 81, 182
바바, 93, 181
아가, 63, 164
하바, 57, 154
하라, 65, 155
하바, 64, 186
다가, 97, 183
파사, 87, 189
차카, 58, 161
하자, 92, 165
마마, 53, 178
바타, 48, 143
타가, 64, 181
차사, 76, 152
나다, 74, 181
하사, 40, 162
다카, 87, 175
가타, 71, 165
카타, 99, 180
아타, 85, 153
하파, 54, 196
아가, 66, 189
카마, 79, 164
자파, 95, 155
카아, 58, 151
라가, 84, 172
마파, 94, 146
하자, 62, 199
파나, 88, 195
가바, 95, 175
사카, 94, 169
나차, 74, 172
차하, 69, 184
마마, 93, 144
사카, 92, 193
라라, 67, 190
차파, 74, 149
라라, 81, 147
가사, 84, 140
타타, 50, 184
가자, 48, 172
하파, 63, 178
파파, 56, 154
가파, 61, 161
하아, 71, 152
다타, 84, 197
파마, 74, 179
아나, 78, 154
나차, 53, 158
라카, 98, 170
아파, 64, 161
다가, 49, 194
라다, 79, 199
가라, 93, 166
나타, 72, 196
다자, 53, 150
하카, 66, 150
바차, 79, 140
가사, 60, 199
타하, 86, 141
타하, 48, 146
타카, 48, 152
사바, 75, 172
파하, 47, 162
라바, 43, 157
하가, 85, 146
차카, 54, 164
하사, 45, 142
사라, 45, 173
타바, 42, 170
아가, 97, 169
파가, 44, 147
마마, 97, 168
가바, 70, 177
하하, 62, 191
마파, 50, 145
다나, 62, 189
마마, 44, 157
자타, 98, 175
아하, 68, 181
마아, 72, 154
다사, 68, 140
타마, 60, 193
마나, 87, 163
가자, 89, 163
하자, 56, 144
아다, 60, 168
아차, 70, 143
자아, 97, 192
가마, 75, 193
자나, 52, 151
차가, 93, 149
다라, 85, 140
사자, 90, 196
바카, 86, 191
자바, 79, 171
사다, 47, 142
나파, 53, 145
나아, 59, 140
사가, 66, 168
바타, 79, 198
차마, 63, 144
파파, 96, 164
하마, 45, 144
아사, 92, 195
가자, 65, 183
나카, 94, 183
바차, 53, 194
아아, 65, 177
하파, 81, 192
하마, 64, 159
하가, 54, 157
자바, 58, 166
라아, 72, 175
가타, 42, 182
다마, 61, 191
카타, 43, 144
카다, 43, 169
가가, 89, 170
나차, 66, 147
차자, 48, 180
자타, 77, 168
자라, 95, 187
다카, 56, 159
자자, 68, 169
바다, 55, 175
아바, 44, 176
라라, 42, 185
가바, 44, 162
파다, 94, 196
카자, 62, 168
다나, 75, 188
아하, 54, 172
다바, 43, 199
카자, 77, 196
가하, 86, 148
나하, 42, 152
카타, 76, 152
파바, 81, 197
카다, 58, 183
타다, 90, 158
사나, 87, 166
바가, 60, 194
가다, 86, 171
아자, 52, 170
라가, 89, 166
하차, 75, 165
차자, 70, 195
카차, 82, 180
바바, 64, 187
아파, 72, 185
라아, 74, 189
파자, 94, 188
차아, 62, 160
나카, 95, 154
다마, 43, 165
가사, 98, 150
사파, 49, 140
아나, 47, 155
하카, 81, 161
차라, 50, 185
사차, 64, 167
아다, 68, 185
나자, 99, 163
타바, 55, 158
다파, 65, 150
다나, 44, 179
바카, 77, 189
라라, 47, 176
바사, 47, 176
차타, 59, 175
자가, 96, 145
다파, 45, 149
마아, 44, 175
사자, 74, 171
가차, 96, 161
타자, 88, 155
파차, 57, 149
가차, 88, 153
나다, 67, 196
나마, 92, 161
하차, 95, 146
하가, 64, 141
사파, 85, 161
차라, 55, 170
바가, 91, 145
라카, 93, 181
카카, 85, 175
타마, 41, 164
바하, 45, 169
카자, 91, 171
카타, 47, 171
차바, 61, 177
하다, 60, 148
차파, 61, 176
사가, 60, 156
마라, 84, 197
파하, 41, 150
카차, 40, 191
타다, 55, 147
가자, 44, 169
바라, 68, 191
타아, 59, 188
가마, 40, 167
차자, 70, 148
차아, 43, 164
차가, 86, 175
차다, 58, 187
타아, 82, 198
나카, 61, 164
파바, 61, 183
카가, 81, 173
바마, 73, 198
가다, 66, 178
하타, 91, 144
아나, 94, 187
마사, 97, 199
나나, 63, 183
사자, 62, 174
사타, 95, 143
차다, 96, 171
하아, 47, 145
자타, 71, 179
차바, 70, 174
라라, 88, 171
바카, 81, 164
사나, 89, 148
자가, 61, 194
자하, 54, 158
아바, 78, 198
타마, 55, 195
카마, 96, 198
바타, 69, 180
차카, 92, 157
파파, 53, 173
마자, 90, 178
카사, 92, 165
파차, 45, 170
라파, 62, 154
사차, 82, 167
마라, 55, 147
카가, 54, 164
아하, 66, 189
타카, 76, 199
아타, 74, 195
바자, 92, 197
자나, 91, 165
다마, 98, 190
파가, 63, 171
차타, 60, 150
마차, 59, 158
하마, 71, 196
바자, 52, 186
카자, 73, 163
라사, 45, 164
바파, 83, 181
하파, 69, 164
라하, 92, 177
카차, 96, 179
다다, 93, 171
가나, 48, 195
바사, 67, 166
다사, 56, 168
마사, 52, 146
하바, 47, 172
바카, 56, 170
카마, 47, 195
자타, 99, 155
아가, 72, 174
라카, 66, 179
자하, 60, 163
마사, 86, 147
파가, 43, 152
카라, 73, 199
차카, 40, 189
하나, 95, 196
자하, 82, 156
마파, 93, 191
다가, 88, 187
차마, 88, 162
하카, 49, 147
다다, 47, 165
타하, 63, 149
아차, 44, 158
사나, 58, 180
하가, 42, 151
가하, 84, 151
나하, 49, 166
나나, 44, 149
나다, 91, 199
카다, 41, 157
다자, 81, 148
카바, 89, 140
가차, 49, 155
바아, 45, 148
카차, 93, 197
아파, 95, 195
파하, 69, 194
차사, 52, 151
카파, 93, 173
다차, 49, 148
바카, 48, 170
카다, 94, 194
마라, 84, 183
바아, 51, 198
사하, 94, 161
사나, 48, 153
파사, 84, 192
사하, 52, 141
자자, 63, 142
나자, 79, 162
사가, 81, 146
자바, 94, 197
타차, 91, 164
타사, 65, 156
자사, 71, 158
라바, 43, 145
사가, 51, 188
사차, 56, 194
마차, 64, 186
나나, 77, 188
파나, 60, 149
카하, 92, 161
사바, 51, 183
나카, 55, 163
자마, 47, 194
라카, 44, 197
하차, 43, 155
마사, 46, 180
파사, 55, 154
타아, 93, 187
카아, 81, 182
파마, 61, 191
하카, 60, 147
나다, 97, 193
라다, 73, 156
타자, 56, 141
바가, 86, 187
마사, 59, 176
가라, 67, 141
카타, 96, 176
라타, 71, 182
아아, 76, 163
나가, 92, 141
사나, 67, 197
가나, 65, 151
다사, 69, 164
차자, 70, 174
자파, 87, 147
타타, 80, 163
카타, 86, 159
파카, 71, 175
사다, 58, 163
사사, 56, 182
타카, 91, 149
아바, 76, 174
파바, 81, 158
마하, 60, 193
바바, 43, 162
바카, 67, 159
사하, 94, 165
타타, 42, 146
라차, 93, 162
하라, 74, 194
사라, 86, 170
가라, 74, 176
나아, 57, 174
타다, 85, 149
다바, 81, 197
마아, 95, 141
아바, 74, 155
바카, 69, 176
사다, 82, 174
마가, 44, 155
카바, 53, 156
하다, 76, 171
가가, 58, 175
사사, 94, 189
나하, 43, 193
아가, 44, 143
라가, 51, 149
자타, 73, 166
사다, 61, 151
파자, 81, 176
가자, 75, 190
자가, 90, 165
아다, 49, 193
다바, 87, 144
타카, 69, 178
타다, 60, 175
아자, 78, 154
차아, 46, 172
사카, 86, 157
라파, 71, 189
하차, 67, 171
차다, 53, 159
파아, 57, 158
타타, 63, 141
다나, 96, 161
차차, 83, 152
마사, 51, 172
파파, 44, 140
다하, 45, 162
아사, 81, 197
가파, 57, 179
나마, 87, 175
아하, 52, 181
가라, 73, 159
마카, 81, 170
자하, 56, 176
마마, 65, 154
마다, 52, 179
파차, 82, 145
파타, 92, 157
나하, 48, 197
파아, 82, 182
마차, 71, 179
사아, 82, 189
바하, 67, 171
사카, 93, 143
아사, 45, 169
나자, 82, 189
카가, 83, 161
라사, 86, 149
바자, 79, 165
타가, 81, 177
카사, 49, 174
마하, 45, 145
라나, 89, 161
나다, 49, 198
차나, 76, 163
다사, 47, 145
라자, 70, 145
자사, 84, 154
타라, 75, 167
파나, 83, 167
나타, 89, 188
나바, 71, 174
사다, 56, 146
